Rank	Avalanche_size	Count	Frequency
184	0.09156378600823045	1	0.000200
185	0.04308127572016461	1	0.000200
186	0.19161522633744857	1	0.000200
187	0.025205761316872428	1	0.000200
188	0.029063786008230452	1	0.000200
189	0.03845164609053498	1	0.000200
190	0.0411522633744856	1	0.000200
191	0.07085905349794239	1	0.000200
192	0.08127572016460906	1	0.000200
193	0.008873456790123456	1	0.000200
194	0.08088991769547325	1	0.000200
195	0.017618312757201646	1	0.000200
196	0.03137860082304527	1	0.000200
197	0.1147119341563786	1	0.000200
198	0.11201131687242798	1	0.000200
199	0.07265946502057613	1	0.000200
200	0.07137345679012345	1	0.000200
201	0.02109053497942387	1	0.000200
202	0.04050925925925926	1	0.000200
203	0.1507201646090535	1	0.000200
204	0.05324074074074074	1	0.000200
205	0.03742283950617284	1	0.000200
206	0.07677469135802469	1	0.000200
207	0.08449074074074074	1	0.000200
208	0.01440329218106996	1	0.000200
209	0.015689300411522635	1	0.000200
210	0.16743827160493827	1	0.000200
211	0.041795267489711935	1	0.000200
212	0.028935185185185185	1	0.000200
213	0.033179012345679014	1	0.000200
214	0.21231995884773663	1	0.000200
215	0.03459362139917695	1	0.000200
216	0.050411522633744855	1	0.000200
217	0.10789609053497942	1	0.000200
218	0.031507201646090534	1	0.000200
219	0.15959362139917696	1	0.000200
220	0.0889917695473251	1	0.000200
221	0.16010802469135801	1	0.000200
222	0.029320987654320986	1	0.000200
223	0.013631687242798354	1	0.000200
224	0.03536522633744856	1	0.000200
225	0.0933641975308642	1	0.000200
226	0.12512860082304528	1	0.000200
227	0.37294238683127573	1	0.000200
228	0.024305555555555556	1	0.000200
229	0.3593106995884774	1	0.000200
230	0.08101851851851852	1	0.000200
231	0.049511316872427984	1	0.000200
232	0.010931069958847737	1	0.000200
233	0.7325102880658436	1	0.000200
234	0.04385288065843621	1	0.000200
235	0.2337962962962963	1	0.000200
236	0.027906378600823047	1	0.000200
237	0.020961934156378603	1	0.000200
238	0.05992798353909465	1	0.000200
239	0.05491255144032922	1	0.000200
240	0.7920524691358025	1	0.000200
241	0.024434156378600823	1	0.000200
242	0.03690843621399177	1	0.000200
243	0.008487654320987654	1	0.000200
244	0.033950617283950615	1	0.000200
245	0.19984567901234568	1	0.000200
246	0.2856224279835391	1	0.000200
247	0.029449588477366256	1	0.000200
248	0.08359053497942387	1	0.000200
249	0.03575102880658436	1	0.000200
250	0.02726337448559671	1	0.000200
251	0.032407407407407406	1	0.000200
252	0.009516460905349794	1	0.000200
253	0.22479423868312756	1	0.000200
254	0.5861625514403292	1	0.000200
255	0.0522119341563786	1	0.000200
256	0.08616255144032922	1	0.000200
257	0.059027777777777776	1	0.000200
258	0.12667181069958847	1	0.000200
259	0.03382201646090535	1	0.000200
260	0.5811471193415638	1	0.000200
261	0.08950617283950617	1	0.000200
262	0.017746913580246913	1	0.000200
263	0.38837448559670784	1	0.000200
264	0.2088477366255144	1	0.000200
265	0.5960648148148148	1	0.000200
266	0.05478395061728395	1	0.000200
267	0.045781893004115226	1	0.000200
268	0.021733539094650207	1	0.000200
269	0.1337448559670782	1	0.000200
270	0.044110082304526746	1	0.000200
271	0.061342592592592594	1	0.000200
272	0.030349794238683128	1	0.000200
273	0.011702674897119342	1	0.000200
274	0.047453703703703706	1	0.000200
275	0.00977366255144033	1	0.000200
276	0.01838991769547325	1	0.000200
277	0.01273148148148148	1	0.000200
278	0.00823045267489712	1	0.000200
279	1.0	1	0.000200
280	0.0691872427983539	1	0.000200
281	0.24459876543209877	1	0.000200
282	0.1743827160493827	1	0.000200
283	0.10622427983539094	1	0.000200
284	0.006301440329218107	1	0.000200
285	0.022890946502057613	1	0.000200
286	0.5344650205761317	1	0.000200
287	0.022762345679012346	1	0.000200
288	0.30915637860082307	1	0.000200
289	0.047839506172839504	1	0.000200
290	0.2970679012345679	1	0.000200
291	0.02353395061728395	1	0.000200
