Rank	Avalanche_size	Count	Frequency
1	0.0	1847	0.369400
2	0.0004405286343612335	913	0.182600
3	0.000881057268722467	401	0.080200
4	0.0013215859030837004	336	0.067200
5	0.0022026431718061676	184	0.036800
6	0.001762114537444934	117	0.023400
7	0.0030837004405286344	103	0.020600
8	0.0026431718061674008	80	0.016000
9	0.003964757709251102	62	0.012400
10	0.003524229074889868	58	0.011600
11	0.004845814977973568	57	0.011400
12	0.0052863436123348016	38	0.007600
13	0.005726872246696035	37	0.007400
14	0.004405286343612335	34	0.006800
15	0.006607929515418502	25	0.005000
16	0.007488986784140969	23	0.004600
17	0.007929515418502203	21	0.004200
18	0.006167400881057269	19	0.003800
19	0.00881057268722467	18	0.003600
20	0.011013215859030838	18	0.003600
21	0.007048458149779736	18	0.003600
22	0.008370044052863436	17	0.003400
23	0.009251101321585903	15	0.003000
24	0.009691629955947136	15	0.003000
25	0.010572687224669603	14	0.002800
26	0.014537444933920705	13	0.002600
27	0.01277533039647577	12	0.002400
28	0.01629955947136564	11	0.002200
29	0.013215859030837005	10	0.002000
30	0.014096916299559472	9	0.001800
31	0.015418502202643172	8	0.001600
32	0.012334801762114538	8	0.001600
33	0.01013215859030837	8	0.001600
34	0.013656387665198238	8	0.001600
35	0.01145374449339207	7	0.001400
36	0.014977973568281937	7	0.001400
37	0.016740088105726872	7	0.001400
38	0.011894273127753305	7	0.001400
39	0.019823788546255508	7	0.001400
40	0.017180616740088105	6	0.001200
41	0.028634361233480177	6	0.001200
42	0.015859030837004406	6	0.001200
43	0.01762114537444934	5	0.001000
44	0.021145374449339206	5	0.001000
45	0.025110132158590308	5	0.001000
46	0.023348017621145373	5	0.001000
47	0.020704845814977973	5	0.001000
48	0.018061674008810574	5	0.001000
49	0.01894273127753304	5	0.001000
50	0.024669603524229075	4	0.000800
51	0.029515418502202642	4	0.000800
52	0.022466960352422908	4	0.000800
53	0.04185022026431718	4	0.000800
54	0.027753303964757708	4	0.000800
55	0.07312775330396476	4	0.000800
56	0.022026431718061675	4	0.000800
57	0.03171806167400881	4	0.000800
58	0.03480176211453744	4	0.000800
59	0.019383259911894272	4	0.000800
60	0.02158590308370044	4	0.000800
61	0.024229074889867842	4	0.000800
62	0.02026431718061674	4	0.000800
63	0.03612334801762115	3	0.000600
64	0.03127753303964758	3	0.000600
65	0.026872246696035242	3	0.000600
66	0.04449339207048458	3	0.000600
67	0.055947136563876655	3	0.000600
68	0.05814977973568282	3	0.000600
69	0.03832599118942731	3	0.000600
70	0.02378854625550661	3	0.000600
71	0.035682819383259914	3	0.000600
72	0.028193832599118944	3	0.000600
73	0.07180616740088105	3	0.000600
74	0.09515418502202644	3	0.000600
75	0.033480176211453744	3	0.000600
76	0.038766519823788544	3	0.000600
77	0.03259911894273128	3	0.000600
78	0.02555066079295154	3	0.000600
79	0.042731277533039645	2	0.000400
80	0.03700440528634361	2	0.000400
81	0.040969162995594714	2	0.000400
82	0.0828193832599119	2	0.000400
83	0.018502202643171806	2	0.000400
84	0.07885462555066079	2	0.000400
85	0.05462555066079295	2	0.000400
86	0.04933920704845815	2	0.000400
87	0.05286343612334802	2	0.000400
88	0.04317180616740088	2	0.000400
89	0.059030837004405284	2	0.000400
90	0.051982378854625554	2	0.000400
91	0.06784140969162995	2	0.000400
92	0.10616740088105726	2	0.000400
93	0.07400881057268723	2	0.000400
94	0.10704845814977973	2	0.000400
95	0.07092511013215859	2	0.000400
96	0.044933920704845816	2	0.000400
97	0.160352422907489	2	0.000400
98	0.033920704845814977	2	0.000400
99	0.10881057268722467	2	0.000400
100	0.13259911894273127	2	0.000400
101	0.07268722466960352	2	0.000400
102	0.03524229074889868	2	0.000400
103	0.03303964757709251	2	0.000400
104	0.02907488986784141	2	0.000400
105	0.039207048458149776	2	0.000400
106	0.037444933920704845	2	0.000400
107	0.030837004405286344	2	0.000400
108	0.032158590308370046	2	0.000400
109	0.2687224669603524	2	0.000400
110	0.03039647577092511	2	0.000400
111	0.04757709251101322	2	0.000400
112	0.4277533039647577	2	0.000400
113	0.046255506607929514	2	0.000400
114	0.25594713656387663	2	0.000400
115	0.2013215859030837	2	0.000400
116	0.02643171806167401	2	0.000400
117	0.06475770925110132	2	0.000400
118	0.06828193832599119	2	0.000400
119	0.050220264317180616	2	0.000400
120	0.5506607929515418	2	0.000400
121	0.15198237885462554	2	0.000400
122	0.03788546255506608	2	0.000400
123	0.02290748898678414	2	0.000400
124	0.17224669603524229	2	0.000400
125	0.07753303964757709	1	0.000200
126	0.027312775330396475	1	0.000200
127	0.12731277533039648	1	0.000200
128	0.1013215859030837	1	0.000200
129	0.06563876651982378	1	0.000200
130	0.06211453744493392	1	0.000200
131	0.1092511013215859	1	0.000200
132	0.1290748898678414	1	0.000200
133	0.039647577092511016	1	0.000200
134	0.11365638766519824	1	0.000200
135	0.06916299559471366	1	0.000200
136	0.17929515418502204	1	0.000200
137	0.04581497797356828	1	0.000200
138	0.07048458149779736	1	0.000200
139	0.11277533039647578	1	0.000200
140	0.09427312775330396	1	0.000200
141	0.0801762114537445	1	0.000200
142	0.048458149779735685	1	0.000200
143	0.15859030837004406	1	0.000200
144	0.3251101321585903	1	0.000200
145	0.08149779735682819	1	0.000200
146	0.11850220264317181	1	0.000200
147	0.0907488986784141	1	0.000200
148	0.15330396475770924	1	0.000200
