Rank	Avalanche_size	Count	Frequency
1	0.0	1827	0.365400
2	0.0003572704537334762	948	0.189600
3	0.0007145409074669524	411	0.082200
4	0.0010718113612004287	288	0.057600
5	0.0017863522686673813	174	0.034800
6	0.0014290818149339049	124	0.024800
7	0.002500893176134334	106	0.021200
8	0.0021436227224008574	80	0.016000
9	0.003215434083601286	60	0.012000
10	0.0028581636298678098	55	0.011000
11	0.003929974991068239	46	0.009200
12	0.004644515898535191	42	0.008400
13	0.0035727045373347625	35	0.007000
14	0.005001786352268668	30	0.006000
15	0.006073597713469096	27	0.005400
16	0.004287245444801715	25	0.005000
17	0.006430868167202572	23	0.004600
18	0.0053590568060021436	23	0.004600
19	0.006788138620936048	21	0.004200
20	0.007502679528403001	20	0.004000
21	0.0057163272597356195	20	0.004000
22	0.007145409074669525	18	0.003600
23	0.008217220435869954	17	0.003400
24	0.011432654519471239	17	0.003400
25	0.013576277241872096	17	0.003400
26	0.009289031797070382	15	0.003000
27	0.007859949982136478	15	0.003000
28	0.00857449088960343	15	0.003000
29	0.008931761343336906	13	0.002600
30	0.010718113612004287	10	0.002000
31	0.00964630225080386	10	0.002000
32	0.01607717041800643	9	0.001800
33	0.011075384065737763	9	0.001800
34	0.012147195426938193	9	0.001800
35	0.01321900678813862	9	0.001800
36	0.010360843158270811	8	0.001600
37	0.013933547695605574	7	0.001400
38	0.01893533404787424	7	0.001400
39	0.01429081814933905	7	0.001400
40	0.012861736334405145	7	0.001400
41	0.014648088603072526	6	0.001200
42	0.012504465880671669	6	0.001200
43	0.016434440871739908	6	0.001200
44	0.010003572704537335	6	0.001200
45	0.015362629510539478	5	0.001000
46	0.01929260450160772	5	0.001000
47	0.027867095391211148	5	0.001000
48	0.017506252232940337	5	0.001000
49	0.018578063594140763	5	0.001000
50	0.015005359056806002	5	0.001000
51	0.030010718113612004	5	0.001000
52	0.02965344765987853	5	0.001000
53	0.02679528403001072	5	0.001000
54	0.027152554483744193	4	0.000800
55	0.03465523401214719	4	0.000800
56	0.04108610217934977	4	0.000800
57	0.020364415862808145	4	0.000800
58	0.01822079314040729	4	0.000800
59	0.06716684530189353	4	0.000800
60	0.011789924973204717	4	0.000800
61	0.02536620221507681	4	0.000800
62	0.05073240443015362	4	0.000800
63	0.032868881743479815	4	0.000800
64	0.02000714540907467	4	0.000800
65	0.022865309038942478	4	0.000800
66	0.01714898177920686	3	0.000600
67	0.023222579492675956	3	0.000600
68	0.09503394069310468	3	0.000600
69	0.01786352268667381	3	0.000600
70	0.021078956770275097	3	0.000600
71	0.022508038585209004	3	0.000600
72	0.019649874955341193	3	0.000600
73	0.045730618077884956	3	0.000600
74	0.041443372633083245	3	0.000600
75	0.023579849946409433	3	0.000600
76	0.0285816362986781	3	0.000600
77	0.02643801357627724	3	0.000600
78	0.026080743122543767	2	0.000400
79	0.03644158628081458	2	0.000400
80	0.015719899964272956	2	0.000400
81	0.04072883172561629	2	0.000400
82	0.038227938549481956	2	0.000400
83	0.042515183994283674	2	0.000400
84	0.02572347266881029	2	0.000400
85	0.07681314755269739	2	0.000400
86	0.022150768131475526	2	0.000400
87	0.06502322257949268	2	0.000400
88	0.031082529474812434	2	0.000400
89	0.03429796355841372	2	0.000400
90	0.021436227224008574	2	0.000400
91	0.048946052161486245	2	0.000400
92	0.15969989281886388	2	0.000400
93	0.03787066809574848	2	0.000400
94	0.03322615219721329	2	0.000400
95	0.0782422293676313	2	0.000400
96	0.0496605930689532	2	0.000400
97	0.05680600214362272	2	0.000400
98	0.02750982493747767	2	0.000400
99	0.03036798856734548	2	0.000400
100	0.04644515898535191	2	0.000400
101	0.19364058592354413	2	0.000400
102	0.051089674883887104	2	0.000400
103	0.028224365844944622	2	0.000400
104	0.10968202929617721	2	0.000400
105	0.07431225437656305	2	0.000400
106	0.03679885673454805	2	0.000400
107	0.02465166130760986	2	0.000400
108	0.03858520900321544	2	0.000400
109	0.021793497677742052	2	0.000400
110	0.039299749910682386	2	0.000400
111	0.04858878170775277	2	0.000400
112	0.04322972490175062	2	0.000400
113	0.08181493390496605	2	0.000400
114	0.04465880671668453	2	0.000400
115	0.06073597713469096	2	0.000400
116	0.03572704537334762	2	0.000400
117	0.024294390853876385	1	0.000200
118	0.11396927474097893	1	0.000200
119	0.04501607717041801	1	0.000200
120	0.05144694533762058	1	0.000200
121	0.06145051804215791	1	0.000200
122	0.046802429439085386	1	0.000200
123	0.033940693104680245	1	0.000200
124	0.04287245444801715	1	0.000200
125	0.0660950339406931	1	0.000200
126	0.09217577706323687	1	0.000200
127	0.1068238656663094	1	0.000200
128	0.0735977134690961	1	0.000200
129	0.037156127188281526	1	0.000200
130	0.08002858163629868	1	0.000200
131	0.040371561271882815	1	0.000200
132	0.03536977491961415	1	0.000200
133	0.09574848160057163	1	0.000200
134	0.07395498392282958	1	0.000200
135	0.03251161128974634	1	0.000200
136	0.13040371561271882	1	0.000200
137	0.12754555198285103	1	0.000200
138	0.06180778849589139	1	0.000200
139	0.04715969989281887	1	0.000200
140	0.20328688817434798	1	0.000200
141	0.17934976777420508	1	0.000200
142	0.12004287245444802	1	0.000200
143	0.08360128617363344	1	0.000200
144	0.10182207931404073	1	0.000200
145	0.2300821722043587	1	0.000200
146	0.0932475884244373	1	0.000200
147	0.04215791354055019	1	0.000200
148	0.09967845659163987	1	0.000200
149	0.18399428367274026	1	0.000200
150	0.2132904608788853	1	0.000200
151	0.07931404072883172	1	0.000200
152	0.10146480886030725	1	0.000200
153	0.08252947481243302	1	0.000200
154	0.05894962486602358	1	0.000200
155	0.04180064308681672	1	0.000200
156	0.25473383351196854	1	0.000200
157	0.06538049303322616	1	0.000200
158	0.07574133619149696	1	0.000200
159	0.10217934976777421	1	0.000200
160	0.1250446588067167	1	0.000200
161	0.13933547695605572	1	0.000200
162	0.10646659521257593	1	0.000200
163	0.36620221507681316	1	0.000200
164	0.11968560200071454	1	0.000200
165	0.1729188996070025	1	0.000200
166	0.22686673812075742	1	0.000200
167	0.04430153626295105	1	0.000200
168	0.0646659521257592	1	0.000200
169	0.2390139335476956	1	0.000200
170	0.10325116112897463	1	0.000200
171	0.2979635584137192	1	0.000200
172	0.07038227938549482	1	0.000200
173	0.24794569489103252	1	0.000200
174	0.40228653090389427	1	0.000200
175	0.03894247945694891	1	0.000200
176	0.32976062879599854	1	0.000200
177	0.09253304751697035	1	0.000200
178	0.6484458735262594	1	0.000200
179	0.09038942479456949	1	0.000200
180	0.15898535191139693	1	0.000200
181	0.24080028581636298	1	0.000200
182	0.20864594498035013	1	0.000200
183	0.03215434083601286	1	0.000200
184	0.043586995355484104	1	0.000200
185	0.1836370132190068	1	0.000200
186	0.5087531261164702	1	0.000200
187	0.08431582708110039	1	0.000200
188	0.07752768846016435	1	0.000200
189	0.055376920328688815	1	0.000200
190	0.12897463379778493	1	0.000200
191	0.17077527688460165	1	0.000200
192	0.21221864951768488	1	0.000200
193	0.06216505894962487	1	0.000200
194	0.2722400857449089	1	0.000200
195	0.40371561271882817	1	0.000200
196	0.07645587709896391	1	0.000200
197	0.1400500178635227	1	0.000200
198	0.285816362986781	1	0.000200
199	0.03751339764201501	1	0.000200
200	0.12468738835298321	1	0.000200
201	0.20400142908181493	1	0.000200
202	0.20650232225794926	1	0.000200
203	0.06573776348695963	1	0.000200
204	0.1911396927474098	1	0.000200
205	0.2515183994283673	1	0.000200
206	0.510896748838871	1	0.000200
207	0.270811003929975	1	0.000200
208	0.20364415862808147	1	0.000200
209	0.09110396570203644	1	0.000200
210	0.5173276170060735	1	0.000200
211	0.14397999285459093	1	0.000200
212	0.2929617720614505	1	0.000200
213	0.13862093604858877	1	0.000200
214	0.35405501964987496	1	0.000200
215	0.25509110396570206	1	0.000200
216	0.4780278670953912	1	0.000200
217	0.2522329403358342	1	0.000200
218	0.17684887459807075	1	0.000200
219	0.3340478742408003	1	0.000200
220	0.11504108610217935	1	0.000200
221	0.09074669524830296	1	0.000200
222	0.1761343336906038	1	0.000200
223	0.0961057520543051	1	0.000200
224	0.871025366202215	1	0.000200
225	0.15541264737406216	1	0.000200
226	0.10432297249017507	1	0.000200
227	0.2661664880314398	1	0.000200
228	0.17970703822793854	1	0.000200
229	0.6816720257234726	1	0.000200
230	0.3304751697034655	1	0.000200
231	0.21436227224008575	1	0.000200
232	0.07609860664523044	1	0.000200
233	0.12575919971418364	1	0.000200
234	0.20471596998928188	1	0.000200
235	0.10110753840657377	1	0.000200
236	0.0571632725973562	1	0.000200
237	0.49803501250446586	1	0.000200
238	0.035012504465880674	1	0.000200
239	0.23722758127902824	1	0.000200
240	0.11361200428724544	1	0.000200
241	0.030725259021078956	1	0.000200
242	0.029296177206145052	1	0.000200
243	0.34798142193640585	1	0.000200
244	0.7091818506609503	1	0.000200
245	0.3018935334047874	1	0.000200
246	0.14076455877098965	1	0.000200
247	0.25330475169703465	1	0.000200
248	0.43872811718470883	1	0.000200
249	0.01679171132547338	1	0.000200
250	0.22365130403715613	1	0.000200
251	0.6230796713111826	1	0.000200
252	0.2990353697749196	1	0.000200
253	0.05037513397642015	1	0.000200
254	0.37370489460521616	1	0.000200
255	0.054305108967488386	1	0.000200
256	0.04823151125401929	1	0.000200
257	0.05251875669882101	1	0.000200
258	0.6180778849589139	1	0.000200
259	0.556627366916756	1	0.000200
260	0.24937477670596642	1	0.000200
261	0.14362272240085744	1	0.000200
262	0.04537334762415148	1	0.000200
263	0.09860664523043944	1	0.000200
264	0.42908181493390496	1	0.000200
265	0.09824937477670596	1	0.000200
266	0.025008931761343337	1	0.000200
267	0.15827081100392998	1	0.000200
268	0.23294033583422652	1	0.000200
269	0.21864951768488747	1	0.000200
270	0.6034297963558414	1	0.000200
271	0.11539835655591282	1	0.000200
272	0.05787781350482315	1	0.000200
273	0.1850660950339407	1	0.000200
274	0.023937120400142908	1	0.000200
275	0.031797070382279385	1	0.000200
276	1.0	1	0.000200
277	0.3979992854590925	1	0.000200
278	0.17649160414433726	1	0.000200
279	0.06109324758842444	1	0.000200
280	0.42157913540550196	1	0.000200
281	0.12361557699178279	1	0.000200
